name,experience_years,technical_score,label
Robert Johnson,7.1,46,0
Ronald Rivera,8.5,7,0
Bruce Johnson,4.7,28,0
Theresa Johnson,6.3,41,0
Brenda Scott,3.6,79,0
Kevin Spencer,4.8,18,0
Michael Brown,7.8,40,0
Heather Morris,4.8,40,0
Leslie Walker,6.0,68,0
Jack Gonzales,2.0,82,0
Corey Bernard,1.9,76,0
Michael Silva,6.1,37,0
Leah Jordan,7.3,94,0
Martin Turner,8.8,67,0
Catherine Terry,8.0,36,0
Kathleen Houston,2.5,48,0
Jeffrey Martin,4.2,1,0
Heidi Sexton,3.0,26,0
Matthew Davies,1.4,3,1
Sheila Mendez,0.3,82,0
Tina Wilson,7.6,10,0
Amanda Allen,3.7,99,0
Kelly Allen,9.1,18,0
Angela Hill,4.5,48,0
Kimberly Nunez,5.6,76,0
David Vincent,4.4,40,0
Kelly Herrera,1.1,35,1
Daniel Lewis,4.6,25,0
Jennifer Kelly,7.1,58,0
Ashley Singh,2.8,75,0
Jay Ward,1.3,2,1
Daniel Bond,1.2,41,1
Jose Klein,5.5,47,0
Jennifer Peters,1.4,92,0
Jessica Hardy,3.8,3,0
Mason Schaefer,6.3,82,0
Ryan Williams,3.2,22,0
Michelle Meyers,3.3,97,0
Justin Kim,0.3,36,1
Donald George,3.2,96,0
Christopher Cook,5.7,65,0
Samuel Perry,0.6,91,0
Fred Larsen,7.1,63,0
Mark Williams,0.6,8,1
Lori Smith,1.4,13,1
Marcus Walter,5.2,91,0
Elizabeth Johnson,2.4,96,0
John Clark,3.6,45,0
Taylor Snow,3.4,52,0
Bryan Murray,3.4,8,0
Robert Adams,4.9,69,0
Ronnie Ramirez,0.6,53,1
Jillian Valdez,6.4,50,0
Timothy Vazquez,6.9,70,0
Karen Estes,8.2,26,0
Heather Delgado,4.5,14,0
Lori Gentry,7.6,33,0
Lisa Morales,2.3,7,0
April Flores,6.4,71,0
Patrick Brown,0.2,82,0
Darryl Allen,8.4,28,0
Sonya Turner,4.8,5,0
Sharon Burns,2.2,29,0
Brenda Howard,9.5,17,0
Sherri Jackson,5.0,41,0
Melissa Coffey,3.9,81,0
Michelle Kelley,6.7,2,0
Barry Cruz,5.1,37,0
Anne Russell DVM,4.9,85,0
Debra Green,7.1,53,0
Shawn Rodriguez,5.5,5,0
Gabriella Reed,2.0,4,0
Kyle Brown,2.1,74,0
Hunter Gordon,4.9,44,0
Jerome Johnson,7.0,74,0
Danielle Rollins,8.8,65,0
Tracy Gross,9.0,21,0
Daniel Moore,4.0,19,0
Pamela Winters,5.4,80,0
Debra Henderson,7.4,36,0
Kenneth Howard,2.7,47,0
Debbie Roberts,5.1,20,0
Jennifer Shaffer,8.3,96,0
Brandy Cordova,6.1,42,0
Brenda Clayton,2.0,33,0
Garrett Barnes,3.9,83,0
Melissa Sullivan,2.9,3,0
Kevin Cohen,4.5,83,0
Ryan Watson MD,6.7,98,0
Matthew Martin,4.1,23,0
Maria Soto,1.1,49,1
Jason Jones,8.0,95,0
Donna Knight,9.3,26,0
Chase Wilson,2.0,72,0
Stacie Brewer,7.4,38,0
Tonya Palmer,8.3,86,0
Shannon Roberts,2.1,75,0
Rebekah Wood,8.2,46,0
Dawn Mccoy,4.6,82,0
James Moses,6.3,72,0
Hannah Byrd,8.9,32,0
Joseph Morales,2.2,3,0
Sean Beck,3.1,27,0
Michael Sloan,8.3,42,0
Michael Hicks,2.1,92,0
Christopher Gonzalez,3.9,41,0
Carrie Daniels,4.6,50,0
Misty Martinez,6.0,21,0
Amy Baldwin,9.2,61,0
Mrs. Veronica Brown,5.6,36,0
Johnny Davis,8.0,85,0
Molly Hebert,8.6,31,0
Leah Torres,0.8,13,1
Connie May,8.8,3,0
William Yang,6.2,1,0
Heather Medina,9.5,0,0
Christopher Gordon,3.0,48,0
Christine Hamilton,7.3,20,0
Cheryl Clark,1.0,47,1
Edward Anderson,2.2,24,0
Tracey Collins,9.7,94,0
Lisa Randolph,8.8,9,0
Robert Jimenez,2.8,83,0
Cody Rodriguez,0.2,98,0
David Moore,0.3,15,1
Dwayne Lynn,3.0,33,0
Teresa Lawrence,4.6,26,0
Melissa Bishop,1.2,81,0
James Morris,7.4,87,0
William Saunders,7.9,60,0
Donald Ruiz,1.7,14,1
Catherine Myers,0.9,30,1
Haley Allen,4.6,74,0
Nancy Humphrey,6.9,34,0
Brenda Ellis,2.7,89,0
Kimberly Bass,5.6,8,0
Melinda Smith,7.3,19,0
Caitlin Bailey,2.2,50,0
Todd Farmer,6.8,3,0
Shane Lynn,0.4,55,1
Melissa Moran,8.3,52,0
Ralph Rodriguez,1.8,1,1
Shelly Terry,5.8,5,0
Christopher Taylor,6.6,98,0
Brian Chavez,8.8,90,0
Nathan Schneider PhD,2.8,61,0
Hunter Meadows,2.0,34,0
Matthew Smith,0.2,34,1
Lance Nash,9.6,24,0
Michael Martin,2.3,57,0
Nathaniel Ponce,8.1,83,0
Justin Fox,0.4,72,0
Ryan Smith,8.4,55,0
Patricia King,5.6,89,0
Kathryn Thomas,4.9,29,0
Roy Daniels,7.2,95,0
Brandi Gallegos,0.5,46,1
Emily Morrison,0.9,47,1
Brian Little,4.6,60,0
Walter Santiago,5.4,47,0
Catherine Lester,6.6,47,0
Mark Murphy,7.3,69,0
Anne Cooper,1.5,94,0
Katherine Jones,6.4,52,0
Michael Hansen,1.7,51,1
Michael Yates,3.7,44,0
Timothy Frost,7.7,18,0
Cody Crawford,8.1,96,0
Julie Garza,8.9,86,0
Michael Warren,5.4,46,0
Amy Jefferson,9.6,11,0
Mallory Flores,6.0,17,0
Stephanie Nicholson,3.3,45,0
Tina Brown,6.5,57,0
Amanda Cunningham,7.5,87,0
Michael Davis,1.6,5,1
Janice Wallace,3.4,80,0
Amber Ray,1.5,43,1
Joseph White,5.4,95,0
Andre Murray,1.6,73,0
Kylie Brown,1.4,26,1
Melissa Hopkins,8.2,50,0
Ricky Garcia,0.8,53,1
Andrea Stanley,8.8,64,0
Chris Davis,5.4,66,0
Jesse Johnson,1.0,0,1
Lisa Taylor,2.5,70,0
Kristy Bates,6.6,21,0
Richard Lee,7.4,87,0
Zachary Cooper,7.1,42,0
Sara Dillon,4.9,41,0
Allison Avery,7.3,47,0
Jennifer Wilson,5.5,50,0
Kristen Kramer,5.2,50,0
Jose Short,2.2,44,0
Benjamin Morton,7.5,88,0
William Miller,7.5,13,0
Cassandra Taylor,2.3,82,0
Scott Sexton,4.5,88,0
Zachary Foster,9.0,24,0
Allison Mcdonald,7.2,64,0
David Rodriguez,8.0,63,0
John Smith,1.4,9,1
Fernando Sawyer,6.9,39,0
Sara Russell,2.4,51,0
Deborah Santiago,3.0,26,0
Kathleen Welch,5.4,12,0
Nicholas Salas,9.5,24,0
Charles King,0.2,3,1
Kimberly Salazar,3.0,26,0
Daniel Wood,1.9,99,0
David Miller,6.8,8,0
Joshua Rivera,2.5,15,0
Veronica Silva,4.2,45,0
Albert West,6.6,1,0
Jennifer Jones,7.0,38,0
Jorge Castillo,3.4,47,0
Stephanie Villarreal,2.1,54,0
Louis Garcia,6.2,61,0
Christopher Ellis,6.4,75,0
Stephen Moore,0.4,62,0
Roger Robinson,9.8,63,0
Kenneth Hampton,3.2,3,0
John Watts,2.6,60,0
Janice Coleman,8.6,49,0
Joy Strong,7.5,98,0
Scott Larsen,1.0,88,0
John Vazquez,5.9,44,0
Ashley Dickson,9.5,87,0
Michael Watts,4.9,3,0
Lori Holloway,3.8,62,0
Rodney Crawford,7.6,11,0
Gregory Moreno,4.7,69,0
Jeffery Gibson,0.9,31,1
Courtney Boone,7.2,91,0
Roberto Lee,6.3,12,0
Juan Garcia,4.5,95,0
Maria Rodriguez,3.4,77,0
Kelly Harris,9.8,4,0
Stanley Stone,3.2,70,0
Roger Reeves,7.8,57,0
Timothy Harris,2.2,52,0
Victoria Smith,0.9,87,0
Taylor Diaz,1.3,86,0
Brandon Lang,7.8,64,0
Mark Owens,4.4,64,0
Tanya Hebert,1.8,35,1
Kevin Wilson,7.0,49,0
Alicia Hernandez,8.0,68,0
Andrew Taylor,6.5,6,0
Carrie Meyer,2.5,15,0
Casey Perez,7.0,62,0
Samantha Griffith,1.7,57,1
Richard Bridges,2.9,20,0
Tina Walters,0.4,76,0
Raven Davies,3.3,14,0
Matthew Ward,6.9,9,0
Faith Berg,2.0,62,0
Marcus Moore,2.5,49,0
Amanda Gonzalez,7.8,83,0
Taylor Black,9.1,98,0
Sean Roberts,3.8,38,0
Michele Hickman,1.8,43,1
Nicholas Chandler MD,8.7,74,0
Angela Brooks,8.5,29,0
Alan Montgomery,7.1,89,0
Nicole Owens,9.5,14,0
David Franco,1.0,17,1
Matthew Brown,1.3,77,0
Sharon Pham,5.6,56,0
Omar Mason,5.0,89,0
Daniel Dodson,4.3,90,0
Angel Johnson,5.3,88,0
Richard Campbell,3.7,69,0
Christopher Jimenez,1.1,60,0
Scott Ward,0.3,55,1
Adam Alexander,5.6,54,0
Paul Richard,0.7,11,1
Dr. Zachary Davila,2.6,85,0
Toni Roach,3.6,51,0
Brian Taylor,5.1,31,0
Darius Key,9.1,17,0
Michael Sanders,1.2,20,1
Brittany Anderson,0.9,23,1
Jason Smith,6.6,57,0
Melissa Vaughn,6.6,69,0
Heather Meyers,3.7,33,0
Cody Bennett,4.8,84,0
Alisha Maxwell,1.9,52,1
Adrian Martinez,1.2,5,1
Richard Fisher,2.3,18,0
John Park,3.0,95,0
Hunter Young,7.0,1,0
Jonathan Long,3.7,65,0
Christopher Oneill,7.9,14,0
Wanda Bennett,5.2,34,0
Natalie Ramirez,5.9,1,0
Michael Hamilton,3.0,17,0
Richard Wu,3.2,31,0
Joseph Smith,8.6,27,0
Richard Hanson,1.9,60,0
Miss Angela Olson MD,4.8,27,0
George Morgan,1.0,49,1
Amanda Harris,5.5,80,0
Jennifer Barnes,5.4,9,0
Phyllis Yang,1.5,16,1
Stephanie Silva,8.6,18,0
Seth Alexander,8.6,8,0
Alyssa Trevino,4.8,9,0
Michael Cummings,5.7,31,0
Jennifer Martinez,6.3,52,0
Matthew Pennington,8.4,46,0
Andrew Williams,9.4,33,0
Alexander Mejia,4.1,96,0
Stephen Myers,4.3,41,0
Jerry Richard,7.8,3,0
Paul Holden,1.9,92,0
Kathryn Brooks,9.3,50,0
Charles Miller,4.5,28,0
Mark Ramos,7.5,16,0
Kelsey Adams,4.8,65,0
Nancy Kline,8.9,82,0
Alejandro Boyd,8.7,81,0
Alexis Weiss,1.6,76,0
Taylor Koch,5.2,63,0
Jessica Fischer,7.7,55,0
Mary Stanley,6.0,53,0
Tonya Kelley,0.7,10,1
Amber Reid,7.0,99,0
Erika Cline,1.5,82,0
Mark Rodgers,0.4,35,1
Matthew Zamora,3.9,59,0
Brian Garcia,6.5,43,0
Kathryn Lopez,3.0,68,0
Leslie Ross,6.1,39,0
Miguel Lane,8.6,60,0
Danielle Schmidt,5.1,49,0
Jessica Serrano,7.6,88,0
Michael Russell,5.9,71,0
Andrea Stephens,9.2,77,0
Tammy Adams,6.0,100,0
Brian Flores,5.7,60,0
Joshua Anderson,3.4,88,0
Stephanie Watson,4.9,43,0
Shane Mccormick,5.3,78,0
Jennifer Mann,6.3,32,0
David Glass,6.3,34,0
Leslie Cruz,8.7,76,0
Michele Johnson,5.1,40,0
Scott Brown,9.3,41,0
Jeffrey Chang,9.1,72,0
Theresa Torres,1.9,39,1
Courtney Mullen,1.9,42,1
Ashley Jones,5.2,52,0
Darrell Diaz,2.8,76,0
Brandon Wyatt,4.2,84,0
Krystal Walker,1.9,78,0
Kathleen Lane,8.9,17,0
Wesley Parker,8.0,88,0
Dennis Rogers,3.0,87,0
Christopher Flores,6.9,91,0
David Huynh,5.4,41,0
Danny Thompson,2.0,59,0
Lisa Martin,5.8,22,0
Katie Johnson,1.2,92,0
Jessica Espinoza,8.8,81,0
Angela Compton,2.5,76,0
Jennifer Walker,7.9,43,0
Scott Strickland,1.8,82,0
Michelle Winters,8.1,47,0
James Moyer,2.5,61,0
Abigail Walker,7.2,72,0
Rebecca Thomas,4.6,43,0
Eddie Wilson,1.5,77,0
Ricky Baker,0.7,15,1
Kevin Watson,9.7,70,0
Vanessa Martinez,9.8,0,0
Caitlin Barnett,0.7,32,1
Natalie Fischer,9.3,58,0
Lawrence Lindsey,9.3,70,0
Nicholas Wright,5.8,35,0
Colleen Fuentes,5.1,53,0
Dawn Bell,2.0,6,0
Scott Norris,9.8,80,0
Cameron Lyons,9.8,76,0
Mary Baird,1.1,55,1
Cynthia Bartlett,3.9,15,0
Andrea Johnson,1.4,15,1
Carlos Pena,3.6,6,0
Bryan Ruiz,0.4,8,1
Ralph Flynn,2.8,70,0
Laura Pearson,5.4,16,0
Katie Johnston,7.8,95,0
Frank Sanders,6.9,26,0
Rose Frank,0.4,84,0
Melissa Wade,5.7,1,0
Angela Jones,1.1,79,0
Laurie Porter,7.2,36,0
David Cook,4.3,29,0
Michelle Schultz,2.2,77,0
David Gonzales,5.7,34,0
Andrew Walls,9.3,45,0
Stephanie Elliott,8.4,19,0
Monica Frost,0.2,74,0
Jesse Rose DDS,3.2,28,0
Chad Chavez,1.7,49,1
Chelsea Estrada,2.0,78,0
Robert Myers,0.2,20,1
Stacey Duncan,0.9,94,0
Shelly Jones,6.1,34,0
Bryan Porter,8.1,15,0
Dale Howard,1.0,52,1
Amy Simpson MD,2.2,58,0
Joseph Warren,6.1,22,0
Brenda Crawford MD,9.2,35,0
Dylan Ayala,1.1,30,1
Amanda Lopez,6.7,55,0
Nicole Murray,5.8,76,0
Grace Cameron,8.5,57,0
Brandon Li,2.1,12,0
Kari Lynch,8.5,52,0
Ian Foster,7.1,56,0
Catherine Keith,1.5,49,1
Amber Knapp,8.5,96,0
Brian Smith,3.8,69,0
Stacie Hayden,7.7,26,0
Gary Peterson,8.8,62,0
Jeffrey Gillespie,4.4,67,0
Michelle Oconnell,3.4,2,0
Rachel Martinez,5.0,78,0
Lydia Keith,3.9,56,0
Alison Fuentes,6.1,47,0
Kathleen Chandler,1.4,9,1
Jon Sutton,6.0,89,0
Michael Keller,6.8,21,0
Alexander Anderson,7.9,26,0
Monica Powell,2.2,45,0
Linda Knapp,4.1,31,0
David Doyle,7.1,29,0
Justin Lewis,3.8,60,0
Mr. Steven Goodwin,9.6,87,0
Kaitlin Garcia,9.4,31,0
Corey Rios,6.5,8,0
Michael Spencer,4.5,2,0
Melanie Silva,3.9,44,0
James Caldwell,3.6,2,0
Angie Pearson,4.9,92,0
Melissa Lopez,4.5,54,0
Sean Mendez,0.9,32,1
Lori Kennedy,3.5,34,0
Charles Holmes,3.7,33,0
Amber Alexander,4.8,21,0
Heather Smith,2.2,74,0
John Henson,6.5,76,0
Lydia Butler,5.3,25,0
Jacob Zuniga,8.5,48,0
Zachary Hart,3.6,97,0
Mariah Wilson,2.3,90,0
Sally Cooper,9.2,11,0
Philip Clark,6.2,70,0
Daniel Richards,0.5,10,1
Cody Jackson,5.3,32,0
Dr. Lisa Alexander,4.5,37,0
Randy Garza,1.4,55,1
Christian Price,2.8,23,0
Bethany Mills,2.3,39,0
Christopher Dunn,1.7,8,1
Rebecca Simon,2.3,11,0
Tyler Gonzalez,6.2,73,0
Steven Lyons,6.5,100,0
Matthew Hopkins,8.7,94,0
Brooke Rowland,1.8,70,0
Cindy Grant,4.7,54,0
Christine Russo,8.9,30,0
James Carlson,0.2,25,1
Jennifer Franklin,6.0,9,0
Christopher Harris,0.7,12,1
Wayne Castillo,2.7,100,0
Brenda Mendoza,1.8,15,1
Ronnie Nicholson,7.8,70,0
Misty Scott,7.6,92,0
Cheyenne Jenkins,1.8,68,0
Scott Zavala,9.3,31,0
Jennifer Green,7.9,41,0
Joseph Austin,8.6,98,0
Brenda Thomas,2.7,2,0
David Flynn,5.0,7,0
John Lane,3.9,21,0
Courtney Stevenson,0.5,19,1
Michael Taylor,8.5,30,0
Henry Santiago,8.6,47,0
William Griffin,5.7,35,0
David Kelly,4.6,58,0
Thomas Martin,1.8,14,1
Danny Graham,7.1,20,0
Kevin Dunlap,6.4,96,0
Devin Jones,0.4,48,1
Andrew Howard,1.4,36,1
David Smith,4.6,62,0
Brianna Juarez,6.8,50,0
Colleen Lawrence,5.5,92,0
Rachel Nelson,4.0,67,0
Kelly Cook,4.7,82,0
Ellen Allen,9.4,45,0
David Steele,7.9,73,0
Jennifer Forbes,7.2,95,0
David Ortega,4.1,32,0
Wendy Mccormick,5.2,52,0
Nicole Casey,1.7,63,0
Charles Jones,1.3,4,1
Adam Villarreal,2.1,76,0
April Gibson,9.9,38,0
Tiffany Howard,1.2,52,1
Charles Wallace,3.8,38,0
Jenna Jones,3.7,40,0
Matthew Clark,4.9,96,0
Robert Campbell,0.2,55,1
Ethan Mclaughlin,7.8,96,0
Michael White,1.5,75,0
Jeanette Donaldson,7.9,95,0
Christina Schmidt,1.4,38,1
Evan Lang,4.0,18,0
Keith Wright,0.2,29,1
Joan Lara,9.0,32,0
Barbara Montgomery,4.9,59,0
Christine Rogers,7.1,47,0
Bruce Edwards,8.8,59,0
Elizabeth Durham,1.3,6,1
Angela Taylor,2.5,18,0
Meghan Phillips,9.0,12,0
Robert James,3.0,6,0
Evan Alexander,3.5,49,0
Timothy Jordan,8.9,55,0
Barbara Johnson,0.8,37,1
Todd Escobar,3.5,65,0
Lauren Miller,5.5,5,0
Todd Massey,9.3,61,0
George Campbell,0.7,42,1
Maria Wilson,1.9,64,0
Zachary Harrison,1.7,12,1
Mary Rivers,1.5,91,0
Austin Ford,5.6,7,0
Charles Strickland,0.2,27,1
Daniel Marquez,6.3,47,0
Melissa Rodriguez,0.2,51,1
Danielle Lawrence,3.3,78,0
David Silva,4.6,79,0
Ryan Kim,3.3,47,0
Leslie Daniels,0.5,66,0
Courtney Davis,5.9,56,0
Rachel Wagner,7.6,55,0
Samuel Henderson,7.6,4,0
Craig Garcia,6.7,70,0
Shawn Bailey,7.3,72,0
Nicholas Campos,5.1,19,0
Matthew Hanson,9.3,48,0
Brian Cox,3.3,91,0
Kelly Love,4.4,92,0
James Rivers,6.4,18,0
Lori Frazier,1.4,25,1
Tammy Moore,0.9,49,1
Manuel Payne,2.8,28,0
Christina Valenzuela,0.4,38,1
Steven Lambert,0.1,17,1
Sara Hebert,1.9,72,0
Rita Rich,1.9,19,1
Ashley Smith,4.3,72,0
Rebecca Dickerson,2.6,26,0
Karen Daniel,0.0,8,1
Paul Jennings,1.6,4,1
Aaron Williams,2.7,61,0
Jose Mcmahon,7.9,28,0
Raymond Hansen,4.7,21,0
Christina Park,9.2,63,0
Elizabeth Garcia,1.1,85,0
Steven Hogan,4.6,43,0
Steven Brown,6.2,47,0
James Trevino,8.5,33,0
Nichole Carlson,5.8,70,0
Nicole Suarez,8.9,94,0
Antonio Mccoy,3.3,85,0
Mrs. Caitlyn Benson,3.3,19,0
Susan Griffin,6.7,91,0
George Sanders,5.9,87,0
Tammy Sampson,2.8,76,0
Jeremiah Garcia,7.8,31,0
Larry Lee,2.3,2,0
Jeffrey Hernandez,4.3,34,0
Albert Horton,3.3,65,0
Lisa Hamilton,3.0,92,0
April Thomas,9.9,6,0
Lisa Hill,9.5,38,0
James Jennings,8.0,32,0
Michael Moore,1.1,18,1
Emily Reyes,5.6,100,0
Raven Vang,2.2,31,0
Kaitlin Glass,4.6,19,0
April Garza,9.3,89,0
Brian Galloway,5.4,46,0
Mr. Matthew Martin,4.1,51,0
Megan Washington,4.2,42,0
Courtney Thompson,3.0,31,0
Dr. Kaitlyn Kirk,1.6,61,0
Tiffany Rivera,9.5,84,0
Vickie Russell,0.7,40,1
Fred Morgan,9.3,7,0
Elizabeth Jones,4.4,55,0
Jill Jones,1.5,60,0
Joshua Hughes,9.8,42,0
William Hernandez,9.4,15,0
Terry Jones,3.1,62,0
Joann Wolf,8.8,62,0
James Bentley,9.3,50,0
Andrew Melton,5.9,51,0
Elizabeth Lewis,4.3,30,0
Sandra Vaughn,2.9,78,0
Kelsey Sherman,8.0,43,0
Richard Reilly,1.6,41,1
Loretta Arnold,5.9,10,0
Douglas Kirk,1.0,10,1
Brian Bean,8.0,1,0
Melinda Thomas,1.5,54,1
Jonathan Allen,4.9,11,0
Patrick Hanson,9.3,89,0
Sarah Miller,6.5,6,0
Sarah Alvarez,0.0,22,1
Charles Brown,0.3,37,1
Tammy Nichols,9.8,46,0
Justin Marshall,6.8,89,0
Sean Perez,3.6,73,0
Andrew Anderson,0.9,21,1
Ms. Laurie Lynch,8.9,42,0
Elizabeth Meyer,1.0,74,0
Timothy Woods,0.8,5,1
Kenneth Ortega,6.1,24,0
Kathleen Taylor,7.9,50,0
Jordan Barron,8.2,62,0
Perry Rice,1.1,75,0
Christina West,2.9,67,0
Angela Nelson,0.7,78,0
Mr. Theodore Fox,2.8,8,0
Catherine Williams,4.6,33,0
Brittany Mccoy,1.6,99,0
Lisa Marsh,7.0,12,0
Michael Turner,5.0,28,0
Jamie Graham,6.9,4,0
Michelle Walker,3.9,43,0
Andrew Johnson,6.7,88,0
Lee Conner,4.7,57,0
Kathleen Combs,3.6,65,0
Tonya Clark,3.1,83,0
Jared Dunn,7.1,51,0
Christina Simpson,4.2,30,0
Keith Mosley,7.9,39,0
Rachel Silva,6.7,26,0
Derek Green,2.4,19,0
Benjamin Ray,7.0,4,0
David Ford,0.8,75,0
Amanda Lamb,8.8,18,0
Tommy Taylor,1.1,57,1
Kathryn Austin,1.3,92,0
Jade Jones,0.7,98,0
Kathleen Hudson,3.3,40,0
Hannah Lyons,5.8,91,0
Terry Holt,4.8,52,0
Sherry Morrison,1.2,82,0
Cynthia Nelson,6.7,85,0
Rebecca Stokes,5.5,75,0
Stephanie Allen,3.0,90,0
Gary Gross,2.1,60,0
Susan Wallace MD,6.6,46,0
Madeline Hamilton,1.6,24,1
Kyle Love,3.5,6,0
Tammy Patterson,0.3,32,1
Mitchell Sutton,3.9,63,0
Glenn Nelson,4.6,50,0
Todd Proctor,7.8,41,0
Suzanne Wright,4.5,41,0
Henry Whitehead,7.5,90,0
Amy Barrera,4.2,40,0
Jamie Ross,9.6,96,0
Jeremy Huynh,5.7,89,0
Evan Hoffman,1.8,100,0
Bradley Shepherd,1.6,32,1
Sherry Morrow,4.2,62,0
Melissa Lambert,8.8,42,0
Christine Smith,1.5,17,1
Tina Williams,2.4,77,0
Sharon Campbell,5.0,35,0
Donna Fry,9.1,92,0
Abigail Castillo,1.8,4,1
Crystal Williams,7.7,80,0
Carla Morgan,3.6,43,0
James Zamora,8.0,47,0
Whitney Moody,3.4,13,0
Danielle Rodgers,4.8,64,0
Kathleen Mendez,2.0,18,0
Randy Rose,3.3,84,0
Jessica Owen,8.6,95,0
Christopher Vargas,5.0,67,0
Heather Williams,3.9,67,0
James Chase,9.9,78,0
David Mcdaniel,9.3,25,0
Benjamin Campbell,4.3,93,0
Theresa Mcpherson,8.0,58,0
Annette Roman,9.6,75,0
Donna Brown,5.5,68,0
Hannah Blackburn,10.0,58,0
Mark Fox,0.4,42,1
James Bass,0.2,75,0
Kara Harper,6.3,8,0
Mary Robinson,4.7,53,0
Edward Moody,9.3,77,0
Cynthia Rivera,5.7,40,0
Samantha Chan,8.3,28,0
James Wood,4.5,38,0
Sara Campbell,8.9,4,0
Ethan Holmes,8.2,85,0
Rebecca Gonzales,9.0,32,0
Jessica Meyer,3.9,0,0
Diana Goodwin DDS,5.3,5,0
Jacob Martin,2.2,57,0
Angel Moore,2.4,0,0
Lindsay King,4.3,9,0
Michael Brown,8.0,35,0
Amanda Moore,5.4,69,0
Kelly Williams,9.4,2,0
Amanda Russell,5.0,93,0
William Murray,7.9,81,0
Malik Smith,7.9,98,0
Tristan Weaver,6.0,6,0
Jacob Martin,5.0,74,0
Cameron Chan,2.1,84,0
Edward Patel,5.5,99,0
Robert Hernandez,1.2,30,1
Kari Johnson,9.3,49,0
Jacob Stewart,5.6,42,0
Yvonne Lloyd,1.8,83,0
Tanya Frederick,2.0,87,0
Kelly Sharp,4.3,42,0
Brandy Carter,6.5,61,0
Adam Davis,0.2,16,1
Brian Baldwin,9.3,93,0
Louis Miller,2.6,84,0
Eric Wolfe,2.9,32,0
Christina Faulkner,4.2,54,0
Robert Robinson,2.0,20,0
Jacob Nixon,3.6,97,0
Dr. Denise Price,9.3,39,0
Catherine Berg,10.0,88,0
David Gilbert,5.5,8,0
Gregory Fuentes,0.8,19,1
Melanie Rubio,8.7,0,0
Brian Neal,9.5,8,0
Patricia Smith,7.8,97,0
Krystal Raymond,9.4,22,0
Scott Alexander,1.1,57,1
Charlene Dickerson,3.4,64,0
Tiffany Rodriguez,7.7,99,0
Michelle Spencer,5.3,65,0
Ana Sanchez,1.2,85,0
Joshua Moore,6.1,100,0
David Young,0.8,100,0
Shannon Thompson,0.9,22,1
Brittany Pena,3.9,24,0
Amanda Wiley,5.5,32,0
Alyssa Phillips,7.3,79,0
Michael Phillips,8.0,98,0
Erika Clark,0.9,8,1
Luis Ballard,1.6,43,1
Ryan Taylor,1.6,88,0
Gary Pineda,5.3,61,0
James Johnson,9.9,96,0
Michael Lee,6.3,3,0
John Love,3.4,49,0
Emily Heath,7.9,55,0
Troy Delgado DDS,1.0,65,0
Randall Taylor,7.8,51,0
Rebecca Edwards,2.1,24,0
Selena Miller,6.2,61,0
Melissa Marsh,7.7,95,0
Megan Ball,7.0,95,0
John Evans,2.3,84,0
Chad Moore,9.3,99,0
Melissa Dixon,4.9,98,0
Holly Riley,4.6,41,0
Justin Guerrero,6.4,25,0
Teresa Sullivan,9.0,4,0
Renee Lutz,4.5,0,0
Michael Jackson,5.7,2,0
Jamie Yu,9.9,47,0
Joseph Jones,6.5,53,0
Elizabeth Harrison,7.5,0,0
Linda Bennett,9.7,59,0
Sophia Potter,0.9,12,1
Zachary Bradley,5.9,71,0
Miguel Scott,7.7,75,0
Samantha Foster,1.4,63,0
Audrey Vasquez,5.5,70,0
Stephanie Anderson,7.3,43,0
Sharon Becker,1.2,4,1
Emily Reed,7.9,81,0
Daniel Hall,3.2,39,0
Samantha Gonzales,5.4,54,0
David Campbell,2.9,13,0
Tiffany Evans,0.5,38,1
Janet Baker,6.6,17,0
Roy Harris,7.0,48,0
Emily Harris,10.0,35,0
Patricia Lopez,3.4,52,0
Lindsay Thompson,9.8,67,0
John Lyons,3.6,63,0
Victoria Edwards,3.1,38,0
Jennifer Perez,4.1,3,0
Rebecca Garcia,9.8,41,0
Joshua Chang,1.8,11,1
Joseph Farley,8.7,67,0
Brittany Chandler,6.0,12,0
Zachary Smith,3.6,12,0
Jonathan Mendoza,9.7,98,0
Shannon Harrell,3.3,15,0
Justin Schwartz,1.8,27,1
Jamie Nunez,5.8,10,0
Bradley Walter,2.3,35,0
Justin Hernandez,3.1,97,0
Shirley Mendoza,5.5,69,0
Tracy Archer,9.1,10,0
Sheri Williams,8.1,70,0
Luke Buck,9.4,88,0
Deanna Gutierrez,5.5,70,0
Keith Smith,6.6,12,0
Maria Weaver,9.0,96,0
Barbara Vincent,9.3,39,0
Christine Murphy MD,9.2,53,0
Kimberly Gardner,0.9,42,1
Timothy Cooley,2.7,6,0
Samantha Lewis,1.4,12,1
Ashley Duke,9.5,75,0
Richard Williams,0.0,61,0
Audrey Good,0.4,46,1
Emily Gutierrez,4.1,13,0
Nancy Garcia,2.6,75,0
Richard Lopez,9.4,31,0
David Jones,0.8,21,1
Omar Clark,1.9,72,0
John Herman,7.0,13,0
Daniel Hodge,6.3,2,0
Andrew Conway,4.7,93,0
Juan Cooper,7.1,21,0
Jake Gould,7.4,87,0
Candice Hill,5.1,52,0
Peter Myers,0.1,66,0
Timothy Wright,8.8,73,0
Caitlin Johnson DDS,7.9,99,0
Cody Cannon,8.4,63,0
Mark Vargas,5.5,7,0
Sara Cox,4.3,78,0
